,clid,hhid,qb01,qb02,qb03,qb04,qb05,qb06,qb07_1,qb07_2,qb07_3,qb07_4,qb07_5,qb07_6,qb08_1,qb08_2,qb08_3,qb08_4,qb08_5,qb08_6
2433,1414.0,3.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Party has community/family respect,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),5000.0,D,Chief/Assistant Chief,1000.0,X,Other (Specify),0.0,D,National Government,0.0
2434,1416.0,1.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has community/family respect,"Yes, and the matter is resolved",E,Other National Government Official,100.0,P,None,,D,National Government,0.0,,0.0,
2435,1416.0,6.0,105,"Criminal matters (murder,sexua",Yes,Police,Proximity/location,"Yes, and the matter is resolved",L,Police,0.0,P,None,,H,Police,0.0,,0.0,
2436,1418.0,1.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,X,Other (Specify),,X,Other (Specify),,,0.0,
2437,1418.0,5.0,101,"Land (squatters, allocation, t",Yes,Religious institution/religious leader,Party has technical skill,"Yes, and the matter is resolved",C,Religious Institution/Religious Leader,0.0,,0.0,,X,Other (Specify),,,0.0,
2438,1418.0,8.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Party has technical skill,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,,0.0,,X,Other (Specify),,,0.0,
2439,1418.0,8.0,106,Natural resources (communal gr,Yes,Extended family members (outside the household),Party has technical skill,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),0.0,,0.0,,X,Other (Specify),,,0.0,
2440,1419.0,2.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
2441,1419.0,2.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2442,1419.0,4.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2443,1419.0,5.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2444,1419.0,8.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2445,1419.0,8.0,109,"Domestic violence (sexual, phy",Yes,None,,,,,,,,,,,,,,
2446,1420.0,10.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,500.0,X,Other (Specify),,X,Other (Specify),,,0.0,
2447,1421.0,4.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Party has the power/authority,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,X,Other (Specify),0.0
2448,1421.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",I,Member Of County Assembly (Mca),1000.0,P,None,0.0,D,National Government,0.0,X,Other (Specify),0.0
2449,1422.0,1.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has technical skill,"Yes, and the matter is resolved",E,Other National Government Official,5000.0,,0.0,,D,National Government,2000.0,,0.0,
2450,1422.0,3.0,107,Tenants vs. Landlords,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
2451,1424.0,3.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,,0.0,0.0,C,Traditional Leader/Elder,500.0,,0.0,0.0
2452,1424.0,3.0,106,Natural resources (communal gr,Yes,Traditional leader/elder,Party has community/family respect,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,,0.0,0.0,C,Traditional Leader/Elder,500.0,,0.0,0.0
2453,1424.0,4.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,0.0,E,Other National Government Official,0.0,C,Traditional Leader/Elder,2500.0,D,National Government,5000.0
2454,1424.0,6.0,105,"Criminal matters (murder,sexua",Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",G,Traditional Leader/Elder,0.0,,0.0,0.0,C,Traditional Leader/Elder,500.0,,0.0,1000.0
2455,1425.0,1.0,111,Traffic matters,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",A,Directly To The Other Party,20000.0,H,Mp (National Assembly/Senate),6000.0,,0.0,,,0.0,
2456,1425.0,4.0,111,Traffic matters,Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,5000.0,,0.0,,H,Police,5000.0,,0.0,0.0
2457,1427.0,1.0,111,Traffic matters,Yes,Police,,"No, the matter is still pending",M,Courts,60000.0,P,None,0.0,,0.0,0.0,,0.0,0.0
2458,1427.0,3.0,107,Tenants vs. Landlords,Yes,Member of country assembly (MCA),Party has the power/authority,"No, the matter is still pending",I,Member Of County Assembly (Mca),0.0,,0.0,,G,Member Of Country Assembly,0.0,,0.0,
2459,1427.0,4.0,107,Tenants vs. Landlords,Yes,None,,,,,,,,,,,,,,
2460,1427.0,8.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2461,1427.0,8.0,108,Disputes over personal propert,Yes,Courts,Party has technical skill,"No, the matter is still pending",M,Courts,0.0,,0.0,,,0.0,,,0.0,
2462,1428.0,9.0,101,"Land (squatters, allocation, t",Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",A,Directly To The Other Party,0.0,K,Lawyer,0.0,A,Directly To The Other Party,0.0,J,Lawyer,0.0
2463,1429.0,9.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,D,National Government,7000.0,,0.0,
2464,1431.0,1.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has technical skill,"Yes, and the matter is resolved",L,Police,0.0,P,None,,H,Police,0.0,,0.0,
2465,1431.0,2.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has technical skill,"No, the matter is still pending",M,Courts,0.0,,0.0,,I,Courts,0.0,,0.0,
2466,1431.0,8.0,106,Natural resources (communal gr,Yes,Chief/ Assistant Chief,Party has community/family respect,"Yes, and the matter is resolved",D,Chief/Assistant Chief,0.0,P,None,,D,National Government,0.0,,0.0,
2467,1431.0,9.0,101,"Land (squatters, allocation, t",Yes,Courts,Most comfortable with this person,"No, the matter is still pending",X,Other (Specify),21000.0,P,None,,I,Courts,0.0,,0.0,
2468,1433.0,8.0,103,Family matters (divorce; pater,Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),,,0.0,
2469,1435.0,2.0,105,"Criminal matters (murder,sexua",Yes,None,,,,,,,,,,,,,,
2470,1436.0,5.0,101,"Land (squatters, allocation, t",Yes,Directly to the other party,Party has community/family respect,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,0.0
2471,1437.0,6.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Party has the power/authority,"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,P,None,0.0,A,Directly To The Other Party,0.0,,0.0,
2472,1439.0,3.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"No, the matter is still pending",M,Courts,70000.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
2473,1439.0,5.0,108,Disputes over personal propert,Yes,Traditional leader/elder,Party has community/family respect,"No, the matter is still pending",G,Traditional Leader/Elder,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
2474,1440.0,4.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",,0.0,76000.0,P,None,,,0.0,,,0.0,
2475,1440.0,7.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Proximity/location,"No, the matter is still pending",D,Chief/Assistant Chief,8000.0,P,None,,,0.0,,,0.0,
2476,1441.0,3.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,D,National Government,500.0,,0.0,
2477,1443.0,2.0,101,"Land (squatters, allocation, t",Yes,Other (specify),Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,C,Traditional Leader/Elder,0.0,,0.0,
2478,1444.0,2.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, the matter is still pending",D,Chief/Assistant Chief,1000.0,,0.0,,D,National Government,0.0,,0.0,
2479,1444.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has the power/authority,"No, they could not help us with the dispute",D,Chief/Assistant Chief,0.0,M,Courts,0.0,D,National Government,0.0,I,Courts,0.0
2480,1444.0,7.0,101,"Land (squatters, allocation, t",Yes,Extended family members (outside the household),Party has technical skill,"Yes, and the matter is resolved",B,Extended Family Members (Outside The Household),3000.0,,0.0,,B,Extended Family Member,0.0,,0.0,
2481,1444.0,8.0,101,"Land (squatters, allocation, t",Yes,None,,,,,,,,,,,,,,
2482,1444.0,8.0,112,Religious/Witchcraft offenses,Yes,None,,,,,,,,,,,,,,
2483,1446.0,9.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,0.0,,0.0,0.0
2484,1448.0,4.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Other (specify),"Yes, and the matter is resolved",A,Directly To The Other Party,0.0,,0.0,,A,Directly To The Other Party,0.0,,0.0,
2485,1449.0,2.0,103,Family matters (divorce; pater,Yes,None,,,,,,,,,,,,,,
2486,1449.0,3.0,103,Family matters (divorce; pater,Yes,Courts,Party has the power/authority,"No, they could not help us with the dispute",M,Courts,0.0,L,Police,2000.0,A,Directly To The Other Party,0.0,H,Police,2000.0
2487,1449.0,4.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",L,Police,1000.0,,0.0,,H,Police,1000.0,,0.0,
2488,1449.0,5.0,103,Family matters (divorce; pater,Yes,Police,Party has the power/authority,"No, they decided not to rule on the matter",L,Police,6000.0,D,Chief/Assistant Chief,0.0,H,Police,5000.0,,0.0,0.0
2489,1449.0,6.0,103,Family matters (divorce; pater,Yes,Religious institution/religious leader,Most comfortable with this person,"Yes, and the matter is resolved",C,Religious Institution/Religious Leader,0.0,P,None,0.0,X,Other (Specify),0.0,,0.0,
2490,1450.0,1.0,111,Traffic matters,Yes,Courts,Party has technical skill,"Yes, and the matter is resolved",M,Courts,3000.0,,0.0,,I,Courts,0.0,,0.0,
2491,1451.0,10.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
2492,1452.0,1.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
2493,1452.0,1.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
2494,1452.0,3.0,111,Traffic matters,Yes,None,,,,,,,,,,,,,,
2495,1452.0,6.0,114,Corruption/bribery,Yes,None,,,,,,,,,,,,,,
2496,1452.0,8.0,110,Labour (employee/employer disp,Yes,National government official,Party has technical skill,"No, the matter is still pending",E,Other National Government Official,0.0,,0.0,,,0.0,,,0.0,
2497,1452.0,10.0,113,Political disagreements/electi,Yes,None,,,,,,,,,,,,,,
2498,1453.0,8.0,101,"Land (squatters, allocation, t",Yes,Friend,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
2499,1455.0,1.0,101,"Land (squatters, allocation, t",Yes,Other (specify),Party has community/family respect,"No, the matter is still pending",P,None,0.0,,0.0,,,0.0,,,0.0,
2500,1455.0,1.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Would cause least disruption to life,"No, they could not help us with the dispute",P,None,0.0,,0.0,,X,Other (Specify),,,0.0,
2501,1455.0,1.0,109,"Domestic violence (sexual, phy",Yes,Extended family members (outside the household),Would cause least disruption to life,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),,,0.0,
2502,1455.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
2503,1455.0,2.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
2504,1455.0,2.0,110,Labour (employee/employer disp,Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
2505,1455.0,3.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2506,1455.0,3.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
2507,1455.0,4.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2508,1455.0,6.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2509,1455.0,6.0,105,"Criminal matters (murder,sexua",Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
2510,1455.0,7.0,102,"Commercial (unpaid debts, unde",Yes,Directly to the other party,Would cause least disruption to life,"No, the matter is still pending",P,None,,,0.0,,,0.0,,,0.0,
2511,1455.0,7.0,103,Family matters (divorce; pater,Yes,Religious institution/religious leader,Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
2512,1455.0,7.0,104,Succession and inheritance (in,Yes,None,,,,,,,,,,,,,,
2513,1455.0,8.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2514,1455.0,9.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Party has community/family respect,"No, the matter is still pending",D,Chief/Assistant Chief,3000.0,K,Lawyer,50000.0,D,National Government,0.0,J,Lawyer,0.0
2515,1456.0,1.0,101,"Land (squatters, allocation, t",Yes,Other (specify),Party has community/family respect,"Yes, and the matter is resolved",P,None,,,0.0,,X,Other (Specify),300.0,,0.0,
2516,1456.0,5.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),Tradition,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,X,Other (Specify),0.0,,0.0,0.0
2517,1457.0,4.0,103,Family matters (divorce; pater,Yes,Extended family members (outside the household),,"Yes, and the matter is resolved",P,None,,,0.0,,,0.0,,,0.0,
2518,1457.0,5.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has technical skill,"No, they could not help us with the dispute",P,None,,,0.0,,X,Other (Specify),0.0,,0.0,
2519,1457.0,7.0,101,"Land (squatters, allocation, t",Yes,Traditional leader/elder,Party has community/family respect,"Yes, and the matter is resolved",P,None,0.0,,0.0,,X,Other (Specify),0.0,,0.0,
2520,1458.0,2.0,105,"Criminal matters (murder,sexua",Yes,Police,Party has the power/authority,"No, they could not help us with the dispute",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
2521,1461.0,2.0,108,Disputes over personal propert,Yes,Other (specify),Proximity/location,Other,X,Other (Specify),0.0,,0.0,,X,Other (Specify),0.0,,0.0,
2522,1461.0,6.0,103,Family matters (divorce; pater,Yes,Directly to the other party,Most comfortable with this person,"No, they could not help us with the dispute",A,Directly To The Other Party,0.0,,0.0,,A,Directly To The Other Party,0.0,,0.0,
2523,1462.0,6.0,101,"Land (squatters, allocation, t",Yes,Chief/ Assistant Chief,Party has technical skill,"No, they could not help us with the dispute",D,Chief/Assistant Chief,20000.0,P,None,0.0,D,National Government,0.0,X,Other (Specify),0.0
2524,1462.0,9.0,101,"Land (squatters, allocation, t",Yes,National government official,Party has technical skill,"Yes, and the matter is resolved",E,Other National Government Official,5000.0,D,Chief/Assistant Chief,5000.0,D,National Government,0.0,X,Other (Specify),0.0
2525,1463.0,3.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2526,1463.0,4.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2527,1463.0,5.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2528,1463.0,5.0,110,Labour (employee/employer disp,Yes,None,,,,,,,,,,,,,,
2529,1463.0,6.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2530,1463.0,7.0,102,"Commercial (unpaid debts, unde",Yes,None,,,,,,,,,,,,,,
2531,1464.0,4.0,102,"Commercial (unpaid debts, unde",Yes,Police,Party has the power/authority,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,H,Police,5000.0,,0.0,0.0
2532,1465.0,6.0,107,Tenants vs. Landlords,Yes,Chief/ Assistant Chief,Tradition,"No, the matter is still pending",P,None,,,0.0,,X,Other (Specify),0.0,,0.0,
2533,1466.0,2.0,102,"Commercial (unpaid debts, unde",Yes,Lawyer,Party has community/family respect,"No, the matter is still pending",K,Lawyer,5000.0,P,None,0.0,J,Lawyer,0.0,,0.0,
2534,1466.0,8.0,101,"Land (squatters, allocation, t",Yes,Courts,Party has the power/authority,"Yes, and the matter is resolved",K,Lawyer,100000.0,P,None,0.0,J,Lawyer,0.0,,0.0,
2535,1467.0,5.0,109,"Domestic violence (sexual, phy",Yes,Courts,Party has the power/authority,"No, the matter is still pending",I,Member Of County Assembly (Mca),0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
2536,1467.0,6.0,109,"Domestic violence (sexual, phy",Yes,Directly to the other party,Cost,"Yes, and the matter is resolved",P,None,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0
2537,1468.0,3.0,104,Succession and inheritance (in,Yes,Chief/ Assistant Chief,Cost,"No, the matter is still pending",P,None,,,0.0,,X,Other (Specify),,,0.0,
2538,1470.0,5.0,103,Family matters (divorce; pater,Yes,Chief/ Assistant Chief,Proximity/location,"Yes, and the matter is resolved",D,Chief/Assistant Chief,200.0,,0.0,,X,Other (Specify),0.0,,0.0,
