,clid,hhid,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10_m,r10_y,r11,r12,r13
4975,1192.0,2.0,Yes,Yes,2.0,CASH,2.0, Micro-Finance Inst  ,Business/Investment   ,50000.0,30.0,1.7,20.0,12.0,45000.0,Individual/Guarantor  
4976,1192.0,5.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,1.0,0.0,None 
4977,1193.0,6.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,20000.0,0.0,10.0,0.0,12.0,16000.0,None 
4978,1193.0,9.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1000.0,0.0,0.0,0.0,8.0,800.0,None 
4979,1194.0,7.0,Yes,Yes,1.0,AGRICULTURE,1.0, Relative/ Friend/Neighbour  ,Purchase of Agricultural Inputs  ,5000.0,30.0,0.0,0.0,4.0,5000.0,None 
4980,1195.0,2.0,Yes,Yes,1.0,BIMAS LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,30000.0,28.0,,20.0,6.0,25000.0,Shares  
4981,1195.0,3.0,Yes,Yes,1.0,COMMERCIAL BANK,1.0, Commercial Banks  ,Business/Investment   ,400000.0,14.0,,19.0,24.0,200000.0,Motor Vehicle/Cycle 
4982,1195.0,4.0,Yes,No,,,,,,,,,,,,
4983,1196.0,1.0,Yes,Yes,1.0,HOUSEHOLD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,2200.0,0.0,0.0,0.0,1.0,0.0,None 
4984,1196.0,1.0,Yes,Yes,2.0,OKOA JAHAZI,1.0, Mobile Phone Platform  ,Subsistence Needs  ,100.0,0.0,10.0,0.0,0.0,0.0,None 
4985,1196.0,1.0,Yes,Yes,3.0,EQUITY,1.0, Commercial Banks  ,School Fees (Education)  ,3500.0,0.0,2.0,0.0,1.0,0.0,None 
4986,1196.0,2.0,Yes,Yes,1.0,CASH MONEY,2.0, Ngo  ,School Fees (Education)  ,15000.0,30.0,2.0,0.0,12.0,0.0,Shares  
4987,1197.0,2.0,Yes,Yes,1.0,CO-OP SACCO,1.0, Saccos  ,Purchase/Construction of Dwelling  ,65000.0,60.0,0.0,20.0,30.0,58000.0,Shares  
4988,1197.0,3.0,Yes,Yes,1.0,SACCO,1.0, Saccos  ,Subsistence Needs  ,130000.0,7.0,2.5,,48.0,80000.0,Shares  
4989,1197.0,3.0,Yes,Yes,2.0,BANK,2.0, Commercial Banks  ,Business/Investment   ,500000.0,4.0,,18.0,24.0,300000.0,Salary 
4990,1197.0,4.0,Yes,No,,,,,,,,,,,,
4991,1197.0,5.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,Ceremony/Wedding  ,70000.0,45.0,12.0,,36.0,11000.0,Shares  
4992,1197.0,6.0,Yes,Yes,1.0,KCB LOAN,1.0, Commercial Banks  ,Medical Expense   ,200000.0,7.0,20.0,,36.0,140000.0,Salary 
4993,1197.0,7.0,Yes,Yes,1.0,OSERIAN SACCO,1.0, Saccos  ,School Fees (Education)  ,60000.0,14.0,,18.0,10.0,0.0,Shares  
4994,1198.0,1.0,Yes,No,,,,,,,,,,,,
4995,1198.0,2.0,Yes,Yes,1.0,COMMERCIAL BANK,1.0, Commercial Banks  ,Business/Investment   ,50000.0,7.0,20.0,0.0,2.0,0.0,Income 
4996,1198.0,6.0,Yes,Yes,1.0,SELF-HELP GROUP,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,25000.0,14.0,0.0,0.0,3.0,8000.0,Shares  
4997,1199.0,2.0,Yes,Yes,1.0,CASH,1.0, Religious Inst  ,School Fees (Education)  ,7000.0,1.0,10.0,10.0,1.0,0.0,None 
4998,1199.0,6.0,Yes,Yes,1.0,CASH,1.0, Saccos  ,School Fees (Education)  ,150000.0,3.0,18.0,18.0,24.0,120000.0,Shares  
4999,1200.0,1.0,Yes,Yes,1.0,CASH,1.0, Merchant/Shop  ,School Fees (Education)  ,10000.0,5.0,0.0,0.0,1.0,0.0,None 
5000,1200.0,2.0,Yes,Yes,1.0,CASH,1.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,1.0,0.0,0.0,1.0,6000.0,None 
5001,1200.0,3.0,Yes,Yes,1.0,FOOD (SUGAR),1.0, Merchant/Shop  ,Business/Investment   ,9000.0,30.0,0.0,0.0,2.0,9000.0,None 
5002,1200.0,4.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,2400.0,30.0,0.0,0.0,1.0,2400.0,None 
5003,1200.0,4.0,Yes,Yes,2.0,VEGETABLES,2.0, Merchant/Shop  ,Subsistence Needs  ,6000.0,30.0,0.0,0.0,1.0,6000.0,None 
5004,1200.0,4.0,Yes,Yes,3.0,RICE,2.0, Merchant/Shop  ,Subsistence Needs  ,2500.0,30.0,0.0,0.0,1.0,2500.0,None 
5005,1200.0,5.0,Yes,Yes,1.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,1.0,1000.0,None 
5006,1200.0,5.0,Yes,Yes,2.0,COOKING,1.0, Merchant/Shop  ,Subsistence Needs  ,1000.0,1.0,0.0,0.0,1.0,1000.0,None 
5007,1200.0,5.0,Yes,Yes,3.0,OIL SALAD,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,1.0,0.0,0.0,1.0,3000.0,None 
5008,1200.0,5.0,Yes,Yes,4.0,VEGETABLES,1.0, Merchant/Shop  ,Subsistence Needs  ,2500.0,1.0,0.0,0.0,1.0,2500.0,None 
5009,1200.0,5.0,Yes,Yes,5.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,2500.0,1.0,0.0,0.0,1.0,2500.0,None 
5010,1200.0,7.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,30.0,0.0,0.0,1.0,10000.0,None 
5011,1200.0,7.0,Yes,Yes,2.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,30.0,0.0,0.0,1.0,10000.0,None 
5012,1200.0,7.0,Yes,Yes,3.0,BEANS,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,30.0,0.0,0.0,1.0,5000.0,None 
5013,1200.0,7.0,Yes,Yes,4.0,COOKING OIL SALAD,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,30.0,0.0,0.0,1.0,5000.0,None 
5014,1200.0,7.0,Yes,Yes,5.0,POWDER MILK,1.0, Merchant/Shop  ,Subsistence Needs  ,4000.0,30.0,0.0,0.0,1.0,4000.0,None 
5015,1200.0,7.0,Yes,Yes,6.0,PASTA,1.0, Merchant/Shop  ,Subsistence Needs  ,4000.0,30.0,0.0,0.0,1.0,4000.0,None 
5016,1200.0,7.0,Yes,Yes,7.0,MAIZE FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,30.0,0.0,0.0,1.0,5000.0,None 
5017,1200.0,7.0,Yes,Yes,8.0,WHEAT FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,3500.0,30.0,0.0,0.0,1.0,3500.0,None 
5018,1200.0,7.0,Yes,Yes,9.0,CLOTHES,1.0, Merchant/Shop  ,Subsistence Needs  ,5000.0,30.0,0.0,0.0,1.0,5000.0,None 
5019,1200.0,8.0,Yes,Yes,1.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,30.0,0.0,0.0,1.0,2000.0,None 
5020,1200.0,8.0,Yes,Yes,2.0,RICE,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,30.0,0.0,0.0,1.0,2000.0,None 
5021,1200.0,8.0,Yes,Yes,3.0,COOKING OIL,1.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,30.0,0.0,0.0,1.0,2000.0,None 
5022,1200.0,9.0,Yes,Yes,1.0,SUGAR,2.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,30.0,0.0,0.0,1.0,10000.0,None 
5023,1200.0,9.0,Yes,Yes,2.0,RICE,2.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,30.0,0.0,0.0,1.0,10000.0,None 
5024,1200.0,9.0,Yes,Yes,3.0,PASTA,2.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,30.0,0.0,0.0,1.0,10000.0,None 
5025,1200.0,9.0,Yes,Yes,4.0,CLOTHS,2.0, Merchant/Shop  ,Subsistence Needs  ,10000.0,30.0,0.0,0.0,1.0,10000.0,None 
5026,1201.0,5.0,Yes,Yes,1.0,WOMEN GROUP,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,40000.0,60.0,0.0,5.0,6.0,30000.0,Shares  
5027,1201.0,5.0,Yes,Yes,2.0,LOAN,2.0, Micro-Finance Inst  ,Medical Expense   ,40000.0,90.0,0.0,5.0,6.0,35000.0,Shares  
5028,1201.0,8.0,Yes,Yes,1.0,LOAN,2.0, Saccos  ,Purchase of Land  ,500000.0,30.0,1.0,,36.0,164000.0,Shares  
5029,1202.0,3.0,Yes,Yes,1.0,KAMPUNI,1.0, Saccos  ,School Fees (Education)  ,25000.0,2.0,4.0,,12.0,0.0,Income 
5030,1203.0,2.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Other  ,10000.0,1.0,0.0,0.0,6.0,3000.0,None 
5031,1203.0,3.0,Yes,Yes,1.0,CASH,1.0, Mobile Phone Platform  ,Subsistence Needs  ,1000.0,0.0,10.0,10.0,1.0,0.0,None 
5032,1203.0,6.0,Yes,No,,,,,,,,,,,,
5033,1204.0,1.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2000.0,3.0,10.0,0.0,36.0,6800.0,None 
5034,1204.0,2.0,Yes,Yes,1.0,MILK,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1200.0,0.0,0.0,0.0,0.0,2000.0,None 
5035,1204.0,3.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,25000.0,7.0,10.0,0.0,12.0,12000.0,None 
5036,1204.0,4.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,200.0,0.0,0.0,0.0,2.0,200.0,None 
5037,1204.0,4.0,Yes,Yes,2.0,CASH,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,2000.0,0.0,0.0,0.0,6.0,2000.0,None 
5038,1204.0,5.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,200.0,0.0,0.0,0.0,1.0,200.0,None 
5039,1205.0,1.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,5000.0,3.0,10.0,0.0,2.0,0.0,Shares  
5040,1205.0,2.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Other  ,10000.0,1.0,10.0,0.0,2.0,0.0,Shares  
5041,1205.0,3.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,15000.0,1.0,10.0,0.0,2.0,0.0,Shares  
5042,1205.0,7.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,3000.0,1.0,10.0,0.0,1.0,0.0,Shares  
5043,1205.0,8.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Ceremony/Wedding  ,8000.0,1.0,10.0,0.0,2.0,6000.0,None 
5044,1206.0,2.0,Yes,Yes,1.0,SACCO THAMANI,1.0, Saccos  ,Business/Investment   ,10000.0,14.0,10.0,,12.0,9000.0,Business Stock 
5045,1206.0,3.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,5000.0,1.0,10.0,,2.0,0.0,Household Goods 
5046,1206.0,3.0,Yes,Yes,2.0,GROUP LOAN,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,3000.0,1.0,10.0,,2.0,0.0,Household Goods 
5047,1206.0,4.0,Yes,Yes,1.0,TEA GREEN FERTILIZER,1.0, Micro-Finance Inst  ,Subsistence Needs  ,20000.0,1.0,8.0,,12.0,7000.0,Household Goods 
5048,1206.0,5.0,Yes,Yes,1.0,GREEN FETHER CASH,1.0, Micro-Finance Inst  ,School Fees (Education)  ,20000.0,14.0,5.0,,12.0,3000.0,Household Goods 
5049,1206.0,5.0,Yes,Yes,2.0,GROUP LOAN,2.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,7000.0,2.0,0.0,,2.0,1500.0,None 
5050,1206.0,6.0,Yes,Yes,1.0,TEA FACTORY CASH,1.0, Micro-Finance Inst  ,Purchase of Land  ,300000.0,7.0,20.0,,24.0,150000.0,Shares  
5051,1206.0,6.0,Yes,Yes,2.0,SACCO,1.0, Saccos  ,Purchase of Land  ,200000.0,7.0,20.0,,24.0,50000.0,Shares  
5052,1206.0,7.0,Yes,Yes,1.0,CASH FROM FRIEND,1.0, Employer  ,School Fees (Education)  ,2000.0,7.0,0.0,,1.0,0.0,None 
5053,1206.0,8.0,Yes,Yes,1.0,MSHWARI LOAN,1.0, Mobile Phone Platform  ,Subsistence Needs  ,20000.0,1.0,5.0,0.0,9.0,15000.0,None 
5054,1206.0,9.0,Yes,Yes,1.0,CHURCH CREDIT,1.0, Religious Inst  ,School Fees (Education)  ,2000.0,1.0,10.0,,1.0,0.0,None 
5055,1206.0,9.0,Yes,Yes,2.0,CREDIT FROM SHOP,2.0, Merchant/Shop  ,Subsistence Needs  ,2000.0,1.0,0.0,,1.0,900.0,None 
5056,1207.0,2.0,Yes,Yes,1.0,WHEAT FLOUR,1.0, Merchant/Shop  ,Subsistence Needs  ,100.0,1.0,0.0,0.0,1.0,100.0,None 
5057,1207.0,2.0,Yes,Yes,2.0,SUGAR,1.0, Merchant/Shop  ,Subsistence Needs  ,120.0,1.0,0.0,0.0,1.0,120.0,None 
5058,1209.0,1.0,Yes,Yes,1.0,SACCO LOAN(CASH),1.0, Saccos  ,School Fees (Education)  ,30000.0,7.0,,12.0,24.0,26050.0,Salary 
5059,1209.0,7.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,Business/Investment   ,500000.0,60.0,,18.0,60.0,500000.0,Salary 
5060,1209.0,8.0,Yes,Yes,1.0,SACCO LOAN,1.0, Saccos  ,School Fees (Education)  ,60000.0,0.0,10.0,,12.0,54400.0,Income 
5061,1209.0,9.0,Yes,Yes,1.0,CASH,2.0, Micro-Finance Inst  ,Business/Investment   ,100000.0,14.0,,16.0,12.0,70000.0,Motor Vehicle/Cycle 
5062,1209.0,9.0,Yes,Yes,2.0,CASH,2.0, Micro-Finance Inst  ,School Fees (Education)  ,60000.0,14.0,,16.0,12.0,58000.0,Business Stock 
5063,1209.0,9.0,Yes,Yes,3.0,CASH,1.0, Micro-Finance Inst  ,School Fees (Education)  ,30000.0,0.0,,15.0,12.0,0.0,Business Stock 
5064,1210.0,7.0,Yes,Yes,1.0,SCHOOL FEES LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,100000.0,14.0,2.0,,10.0,70000.0,Salary 
5065,1211.0,7.0,Yes,Yes,1.0,CASH,2.0, Self-Help Groups/Chamas  ,Purchase of Agricultural Inputs  ,10000.0,1.0,10.0,,1.0,0.0,Shares  
5066,1212.0,1.0,Yes,Yes,1.0,HELB LOAN,1.0, Government Funds  ,School Fees (Education)  ,50000.0,60.0,,5.0,54.0,100000.0,Individual/Guarantor  
5067,1212.0,1.0,Yes,Yes,2.0,HELB LOAN,2.0, Government Funds  ,School Fees (Education)  ,50000.0,60.0,,5.0,54.0,100000.0,Individual/Guarantor  
5068,1212.0,2.0,Yes,Yes,1.0,EARLY BIRD LOAN,1.0, Employer  ,School Fees (Education)  ,12000.0,0.0,0.0,0.0,24.0,9500.0,None 
5069,1212.0,6.0,Yes,Yes,1.0,HELB LOAN,2.0, Government Funds  ,School Fees (Education)  ,50000.0,60.0,,5.0,60.0,50000.0,Individual/Guarantor  
5070,1212.0,6.0,Yes,Yes,2.0,MSHAURI LOAN,3.0, Mobile Phone Platform  ,Subsistence Needs  ,1200.0,0.0,7.5,,1.0,0.0,None 
5071,1212.0,7.0,Yes,Yes,1.0,KWA MAINA SHOP LOAN,2.0, Merchant/Shop  ,Subsistence Needs  ,18000.0,0.0,0.0,0.0,1.0,1200.0,None 
5072,1212.0,8.0,Yes,Yes,1.0,BIMAS LOAN,1.0, Micro-Finance Inst  ,Business/Investment   ,40000.0,30.0,,15.0,12.0,30000.0,Household Goods 
5073,1213.0,1.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,2.0,2.0,0.0,6.0,5000.0,None 
5074,1213.0,2.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,2.0,5.0,0.0,3.0,0.0,None 
5075,1213.0,2.0,Yes,Yes,2.0,PERSONAL LOAN,1.0, Relative/ Friend/Neighbour  ,Business/Investment   ,3500.0,3.0,0.0,0.0,0.0,0.0,None 
5076,1213.0,4.0,Yes,Yes,1.0,HOUSEHOLD,1.0, Merchant/Shop  ,Subsistence Needs  ,400.0,0.0,0.0,0.0,0.0,0.0,None 
5077,1213.0,5.0,Yes,Yes,1.0,CHAMA LOAN,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,8000.0,1.0,5.0,0.0,2.0,0.0,None 
5078,1213.0,6.0,Yes,Yes,1.0,KENYA WOMEN,2.0, Micro-Finance Inst  ,Business/Investment   ,37000.0,5.0,0.0,20.0,12.0,10000.0,Shares  
5079,1213.0,6.0,Yes,Yes,2.0,SACCO LOAN,1.0, Saccos  ,Purchase/Construction of Dwelling  ,250000.0,14.0,0.0,20.0,36.0,150000.0,Individual/Guarantor  
5080,1213.0,7.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,200.0,3.0,0.0,0.0,0.0,0.0,None 
5081,1213.0,8.0,Yes,Yes,1.0,INDIVIDUAL LOAN,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1500.0,0.0,0.0,0.0,0.0,0.0,None 
5082,1215.0,3.0,Yes,Yes,1.0,CASH MONEY,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,5500.0,1.0,10.0,,1.0,5500.0,None 
5083,1215.0,3.0,Yes,Yes,2.0,GOODS,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,500.0,1.0,0.0,,1.0,500.0,None 
5084,1215.0,4.0,Yes,Yes,1.0,CASH MONEY,2.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,5.0,10.0,,12.0,4500.0,Shares  
5085,1215.0,5.0,Yes,Yes,1.0,CASH MONEY,1.0, Commercial Banks  ,School Fees (Education)  ,120000.0,14.0,1.0,,36.0,120000.0,Shares  
5086,1215.0,8.0,Yes,Yes,1.0,CASH MONEY,1.0, Commercial Banks  ,School Fees (Education)  ,60000.0,7.0,,15.8,12.0,30000.0,Income 
5087,1215.0,8.0,Yes,Yes,2.0,CASH MONEY,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,20000.0,1.0,10.0,,12.0,19000.0,Shares  
5088,1215.0,10.0,Yes,Yes,1.0,CASH MONEY,1.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,80000.0,60.0,10.0,,18.0,26000.0,Shares  
5089,1216.0,2.0,Yes,Yes,1.0,CASH,1.0, Government Funds  ,Business/Investment   ,10000.0,365.0,0.0,0.0,12.0,7000.0,None 
5090,1216.0,3.0,Yes,No,,,,,,,,,,,,
5091,1217.0,4.0,Yes,Yes,1.0,KCB,1.0, Commercial Banks  ,Business/Investment   ,1000000.0,3.0,,25.0,72.0,900000.0,Salary 
5092,1217.0,5.0,Yes,Yes,1.0,ITEN MICRO,2.0, Micro-Finance Inst  ,Business/Investment   ,60000.0,7.0,,16.0,9.0,60000.0,Individual/Guarantor  
5093,1218.0,4.0,Yes,Yes,1.0,TEA LOAN,1.0, Saccos  ,Purchase of Agricultural Inputs  ,20000.0,1.0,,18.0,12.0,20000.0,Other  
5094,1218.0,6.0,Yes,Yes,1.0,LOAN,1.0, Micro-Finance Inst  ,Purchase of Livestock  ,60000.0,3.0,,12.0,18.0,40000.0,Individual/Guarantor  
5095,1219.0,5.0,Yes,Yes,1.0,FEE LOAN,1.0, Saccos  ,School Fees (Education)  ,90000.0,0.0,1.0,12.0,12.0,12000.0,Salary 
5096,1219.0,5.0,Yes,Yes,2.0,MICROFINANCE,1.0, Micro-Finance Inst  ,Purchase of Agricultural Inputs  ,100000.0,7.0,1.5,18.0,13.0,12000.0,Livestock  
5097,1220.0,2.0,Yes,Yes,1.0,FARMING LOAN,2.0, Ngo  ,Purchase of Agricultural Inputs  ,8000.0,60.0,0.0,20.0,12.0,0.0,Shares  
5098,1220.0,3.0,Yes,Yes,1.0,SCHOOL FEES LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,70000.0,30.0,0.0,20.0,12.0,40000.0,Business Stock 
5099,1220.0,10.0,Yes,Yes,1.0,FARMING LOAN,1.0, Ngo  ,Purchase of Agricultural Inputs  ,8550.0,120.0,0.0,20.0,12.0,0.0,Shares  
5100,1221.0,1.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,3000.0,7.0,10.0,,6.0,0.0,Shares  
5101,1221.0,3.0,Yes,Yes,1.0,BANK LOAN,1.0, Commercial Banks  ,School Fees (Education)  ,300000.0,7.0,0.0,16.0,24.0,0.0,Salary 
5102,1221.0,6.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,10000.0,30.0,10.0,0.0,24.0,8000.0,Shares  
5103,1221.0,6.0,Yes,Yes,2.0,INDIVIDUAL,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,3000.0,7.0,0.0,0.0,0.0,3000.0,None 
5104,1221.0,7.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,School Fees (Education)  ,1000.0,2.0,0.0,0.0,0.0,1000.0,None 
5105,1221.0,9.0,Yes,Yes,1.0,INDIVIDUAL LOAN,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,2000.0,2.0,0.0,0.0,0.0,0.0,None 
5106,1221.0,10.0,Yes,Yes,1.0,GROUP LOAN,1.0, Self-Help Groups/Chamas  ,Medical Expense   ,20000.0,30.0,10.0,,22.0,15000.0,Shares  
5107,1223.0,5.0,Yes,Yes,1.0,LOAN,1.0, Relative/ Friend/Neighbour  ,Medical Expense   ,9000.0,1.0,0.0,0.0,8.0,0.0,None 
5108,1223.0,8.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,Purchase/Construction of Dwelling  ,80000.0,3.0,0.0,2.0,28.0,60000.0,Shares  
5109,1223.0,9.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,Business/Investment   ,15000.0,3.0,10.0,0.0,12.0,6000.0,Shares  
5110,1223.0,9.0,Yes,Yes,2.0,LOAN,6.0, Saccos  ,Purchase/Construction of Dwelling  ,500000.0,7.0,0.0,10.0,60.0,470000.0,Shares  
5111,1223.0,10.0,Yes,Yes,1.0,LOAN,1.0, Saccos  ,Purchase/Construction of Dwelling  ,100000.0,30.0,0.0,18.0,48.0,86000.0,Shares  
5112,1224.0,2.0,Yes,Yes,1.0,FOOD ITEMS,2.0, Merchant/Shop  ,Subsistence Needs  ,700.0,0.0,0.0,0.0,12.0,700.0,None 
5113,1224.0,2.0,Yes,Yes,2.0,CASH,2.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,1500.0,0.0,0.0,0.0,12.0,3000.0,None 
5114,1224.0,2.0,Yes,Yes,3.0,CASH,1.0, Commercial Banks  ,Purchase of Livestock  ,15000.0,3.0,10.0,10.0,24.0,7400.0,Land Title  
5115,1224.0,4.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,3000.0,0.0,0.0,0.0,3.0,3000.0,None 
5116,1224.0,4.0,Yes,Yes,2.0,CASH,2.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2000.0,0.0,10.0,0.0,3.0,2450.0,None 
5117,1224.0,5.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,7000.0,0.0,20.0,20.0,12.0,8400.0,None 
5118,1224.0,7.0,Yes,Yes,1.0,FOOD ITEMS,1.0, Merchant/Shop  ,Subsistence Needs  ,70.0,0.0,0.0,0.0,1.0,70.0,None 
5119,1224.0,8.0,Yes,Yes,1.0,CASH,1.0, Commercial Banks  ,School Fees (Education)  ,150000.0,3.0,1.0,13.0,24.0,5000.0,Salary 
5120,1224.0,8.0,Yes,Yes,2.0,CASH,2.0, Self-Help Groups/Chamas  ,Purchase/Construction of Dwelling  ,5000.0,3.0,0.0,0.0,5.0,3000.0,None 
5121,1224.0,8.0,Yes,Yes,3.0,CASH,2.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,2000.0,0.0,0.0,0.0,2.0,2000.0,None 
5122,1224.0,9.0,Yes,Yes,1.0,CASH,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2500.0,0.0,20.0,20.0,6.0,3000.0,None 
5123,1224.0,10.0,Yes,Yes,1.0,CASH,1.0, Relative/ Friend/Neighbour  ,Subsistence Needs  ,1000.0,0.0,10.0,16.0,6.0,1625.0,None 
5124,1225.0,2.0,Yes,No,,,,,,,,,,,,
5125,1225.0,4.0,Yes,No,,,,,,,,,,,,
5126,1225.0,6.0,Yes,Yes,1.0,SOFT LOAN,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,0.0,10.0,1.0,2200.0,None 
5127,1225.0,10.0,Yes,No,,,,,,,,,,,,
5128,1226.0,1.0,Yes,No,,,,,,,,,,,,
5129,1226.0,2.0,Yes,Yes,1.0,ASSIS YOUTH LOAN,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,3000.0,2.0,10.0,,2.0,0.0,Livestock  
5130,1226.0,4.0,Yes,Yes,1.0,TABLE BANKING,1.0, Self-Help Groups/Chamas  ,Business/Investment   ,10000.0,30.0,6.0,0.0,3.0,5600.0,Livestock  
5131,1226.0,8.0,Yes,Yes,1.0,WOMEN GROUP LOAN,1.0, Saccos  ,Subsistence Needs  ,10000.0,7.0,10.0,,2.0,0.0,Livestock  
5132,1226.0,9.0,Yes,Yes,1.0,PLOT LOAN,1.0, Self-Help Groups/Chamas  ,Purchase of Land  ,40000.0,1.0,6.0,,18.0,27000.0,Livestock  
5133,1226.0,9.0,Yes,Yes,2.0,TANK LOAN,2.0, Micro-Finance Inst  ,Other  ,50000.0,7.0,,18.0,12.0,34000.0,Livestock  
5134,1229.0,1.0,Yes,Yes,1.0,2500,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,2500.0,1.0,10.0,0.0,1.0,0.0,None 
5135,1229.0,1.0,Yes,Yes,2.0,2000,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,2000.0,1.0,10.0,0.0,1.0,0.0,None 
5136,1229.0,1.0,Yes,Yes,3.0,1500,1.0, Self-Help Groups/Chamas  ,School Fees (Education)  ,1500.0,1.0,10.0,0.0,1.0,1500.0,None 
5137,1229.0,1.0,Yes,Yes,4.0,500,1.0, Self-Help Groups/Chamas  ,Subsistence Needs  ,500.0,1.0,10.0,0.0,1.0,500.0,None 
5138,1229.0,1.0,Yes,Yes,5.0,2000,1.0, Self-Help Groups/Chamas  ,Other  ,2000.0,1.0,10.0,0.0,1.0,2000.0,None 
